Enterprise_ID,Farmer_ID,Enterprise_Type,Primary_Crop,Secondary_Crop,Farm_Size,Farm_Size_Category,Farming_Experience,Farming_Equipment_type,Uses_Irrigation,Depends_on_Rain,Uses_Fertilizer,Uses_Improved_Seeds,Yield_per_Hectare,Profit,Monthly_Income,Monthly_Expense,Value_of_Farm_Assets,Total_Operating_Expenditure,Farm_Income
ENT_019301,FARMER_09710,Livestock,Cattle,N/A,231.0,Large,1,Modern,N/A,N/A,N/A,N/A,0.0,976000,255000,174000,46987000,2085000,3061000
ENT_019302,FARMER_09710,Crop,Cassava,Cocoa,9.62,Medium,17,Integrated,No,Yes,No,No,1.42,2038000,450000,280000,802000,3361000,5399000
ENT_019303,FARMER_09711,Crop,Yam,Rice,3.57,Small,9,Modern,No,Yes,Yes,No,2.31,941000,216000,138000,790000,1650000,2591000
ENT_019304,FARMER_09712,Fish Farming,Various Fish,N/A,272.0,Small,2,Traditional,N/A,N/A,N/A,N/A,0.0,517000,79000,36000,27446000,436000,953000
ENT_019305,FARMER_09712,Crop,Vegetables,None,1.32,Small,5,Traditional,No,Yes,Yes,No,5.41,1540000,217000,89000,196000,1064000,2604000
ENT_019306,FARMER_09713,Crop,Rice,None,10.55,Large,1,Modern,No,Yes,No,No,4.1,2183000,804000,623000,1862000,7471000,9654000
ENT_019307,FARMER_09713,Fish Farming,Various Fish,N/A,776.0,Medium,10,Modern,N/A,N/A,N/A,N/A,0.0,1104000,258000,166000,153745000,1986000,3090000
ENT_019308,FARMER_09713,Livestock,Pigs,N/A,108.0,Medium,12,Integrated,N/A,N/A,N/A,N/A,0.0,329000,94000,66000,19252000,793000,1122000
ENT_019309,FARMER_09714,Fish Farming,Various Fish,N/A,318.0,Small,16,Traditional,N/A,N/A,N/A,N/A,0.0,485000,115000,74000,16698000,893000,1378000
ENT_019310,FARMER_09714,Fish Farming,Various Fish,N/A,564.0,Medium,4,Traditional,N/A,N/A,N/A,N/A,0.0,465000,146000,108000,61421000,1292000,1757000
ENT_019311,FARMER_09715,Livestock,Poultry,N/A,249.0,Large,11,Modern,N/A,N/A,N/A,N/A,0.0,1334000,189000,78000,71639000,938000,2272000
ENT_019312,FARMER_09716,Crop,Cocoa,Soybean,3.11,Small,25,Modern,No,Yes,No,No,0.87,113000,44000,35000,495000,420000,533000
ENT_019313,FARMER_09717,Crop,Groundnut,None,10.16,Large,5,Integrated,No,Yes,No,Yes,1.13,1222000,335000,233000,2162000,2793000,4015000
ENT_019314,FARMER_09717,Crop,Cowpea,None,13.83,Large,1,Integrated,No,Yes,Yes,No,5.09,3535000,1409000,1114000,1952000,13373000,16908000
ENT_019315,FARMER_09717,Fish Farming,Various Fish,N/A,763.0,Medium,6,Modern,N/A,N/A,N/A,N/A,0.0,556000,80000,34000,181650000,402000,958000
ENT_019316,FARMER_09718,Fish Farming,Various Fish,N/A,125.0,Small,27,Modern,N/A,N/A,N/A,N/A,0.0,134000,45000,34000,15019000,402000,536000
ENT_019317,FARMER_09718,Livestock,Pigs,N/A,26.0,Small,19,Integrated,N/A,N/A,N/A,N/A,0.0,233000,42000,22000,3594000,269000,502000
ENT_019318,FARMER_09719,Livestock,Sheep,N/A,69.0,Medium,13,Modern,N/A,N/A,N/A,N/A,0.0,338000,78000,50000,14812000,602000,940000
ENT_019319,FARMER_09719,Crop,Millet,Sorghum,13.55,Large,1,Traditional,No,Yes,No,No,4.33,11163000,1819000,889000,2246000,10667000,21830000
ENT_019320,FARMER_09720,Fish Farming,Various Fish,N/A,543.0,Medium,15,Modern,N/A,N/A,N/A,N/A,0.0,558000,166000,119000,111710000,1433000,1991000
ENT_019321,FARMER_09721,Crop,Tomato,None,2.54,Small,8,Traditional,Yes,No,Yes,No,2.01,396000,100000,67000,274000,809000,1205000
ENT_019322,FARMER_09721,Fish Farming,Various Fish,N/A,661.0,Medium,33,Traditional,N/A,N/A,N/A,N/A,0.0,1060000,209000,121000,116120000,1449000,2509000
ENT_019323,FARMER_09721,Crop,Cassava,None,14.64,Large,5,Integrated,No,Yes,Yes,No,3.4,10527000,1564000,687000,3403000,8242000,18769000
ENT_019324,FARMER_09722,Fish Farming,Various Fish,N/A,332.0,Small,42,Modern,N/A,N/A,N/A,N/A,0.0,684000,110000,53000,41281000,634000,1318000
ENT_019325,FARMER_09722,Livestock,Poultry,N/A,173.0,Medium,19,Modern,N/A,N/A,N/A,N/A,0.0,1114000,164000,72000,21522000,859000,1973000
ENT_019326,FARMER_09723,Fish Farming,Various Fish,N/A,839.0,Medium,1,Integrated,N/A,N/A,N/A,N/A,0.0,320000,118000,92000,58167000,1101000,1421000
ENT_019327,FARMER_09724,Fish Farming,Various Fish,N/A,185.0,Small,22,Traditional,N/A,N/A,N/A,N/A,0.0,454000,68000,30000,20622000,357000,811000
ENT_019328,FARMER_09724,Fish Farming,Various Fish,N/A,795.0,Medium,32,Modern,N/A,N/A,N/A,N/A,0.0,483000,142000,102000,62538000,1227000,1710000
ENT_019329,FARMER_09725,Livestock,Pigs,N/A,232.0,Large,19,Traditional,N/A,N/A,N/A,N/A,0.0,1319000,342000,232000,43516000,2780000,4099000
ENT_019330,FARMER_09725,Crop,Cocoa,Groundnut,7.27,Medium,42,Modern,No,Yes,No,No,1.01,417000,154000,120000,1784000,1437000,1854000
ENT_019331,FARMER_09725,Livestock,Sheep,N/A,230.0,Large,47,Traditional,N/A,N/A,N/A,N/A,0.0,1218000,251000,150000,15476000,1795000,3013000
ENT_019332,FARMER_09726,Livestock,Goats,N/A,214.0,Large,8,Traditional,N/A,N/A,N/A,N/A,0.0,562000,90000,44000,27919000,522000,1084000
ENT_019333,FARMER_09727,Livestock,Sheep,N/A,110.0,Medium,27,Modern,N/A,N/A,N/A,N/A,0.0,578000,91000,43000,9817000,513000,1091000
ENT_019334,FARMER_09727,Crop,Yam,Cassava,0.58,Subsistence,8,Integrated,No,Yes,Yes,No,1.75,155000,26000,13000,42000,154000,309000
ENT_019335,FARMER_09728,Fish Farming,Various Fish,N/A,216.0,Small,4,Traditional,N/A,N/A,N/A,N/A,0.0,409000,75000,41000,10860000,494000,903000
ENT_019336,FARMER_09728,Fish Farming,Various Fish,N/A,758.0,Medium,11,Traditional,N/A,N/A,N/A,N/A,0.0,1189000,232000,133000,139961000,1593000,2782000
ENT_019337,FARMER_09729,Fish Farming,Various Fish,N/A,518.0,Medium,14,Integrated,N/A,N/A,N/A,N/A,0.0,852000,136000,65000,88649000,780000,1632000
ENT_019338,FARMER_09730,Livestock,Poultry,N/A,242.0,Large,21,Integrated,N/A,N/A,N/A,N/A,0.0,2270000,348000,158000,40221000,1900000,4170000
ENT_019339,FARMER_09730,Crop,Oil Palm,Cowpea,13.62,Large,2,Integrated,No,Yes,No,No,4.94,3397000,1134000,851000,1008000,10211000,13608000
ENT_019340,FARMER_09731,Fish Farming,Various Fish,N/A,426.0,Small,14,Traditional,N/A,N/A,N/A,N/A,0.0,200000,36000,19000,30414000,230000,430000
ENT_019341,FARMER_09731,Livestock,Cattle,N/A,249.0,Large,16,Modern,N/A,N/A,N/A,N/A,0.0,1273000,278000,172000,26885000,2062000,3335000
ENT_019342,FARMER_09732,Crop,Yam,None,8.42,Medium,10,Integrated,No,Yes,No,No,4.13,6610000,998000,447000,979000,5367000,11977000
ENT_019343,FARMER_09732,Fish Farming,Various Fish,N/A,521.0,Medium,4,Integrated,N/A,N/A,N/A,N/A,0.0,358000,141000,111000,60655000,1336000,1694000
ENT_019344,FARMER_09732,Livestock,Goats,N/A,162.0,Medium,9,Integrated,N/A,N/A,N/A,N/A,0.0,918000,146000,70000,15472000,835000,1753000
ENT_019345,FARMER_09733,Fish Farming,Various Fish,N/A,467.0,Small,1,Integrated,N/A,N/A,N/A,N/A,0.0,448000,76000,39000,52877000,464000,912000
ENT_019346,FARMER_09733,Crop,Soybean,Cocoa,3.51,Small,10,Modern,No,Yes,Yes,No,5.39,1948000,293000,130000,869000,1563000,3511000
ENT_019347,FARMER_09733,Fish Farming,Various Fish,N/A,95.0,Subsistence,29,Modern,N/A,N/A,N/A,N/A,0.0,39000,9000,6000,15085000,66000,105000
ENT_019348,FARMER_09734,Livestock,Sheep,N/A,264.0,Large,5,Integrated,N/A,N/A,N/A,N/A,0.0,1934000,426000,265000,37938000,3176000,5110000
ENT_019349,FARMER_09734,Crop,Sesame,None,9.45,Medium,1,Modern,Yes,No,No,No,4.37,4428000,1104000,734000,1803000,8814000,13242000
ENT_019350,FARMER_09735,Fish Farming,Various Fish,N/A,550.0,Medium,39,Traditional,N/A,N/A,N/A,N/A,0.0,590000,210000,160000,94665000,1925000,2515000
ENT_019351,FARMER_09735,Livestock,Cattle,N/A,201.0,Large,8,Modern,N/A,N/A,N/A,N/A,0.0,476000,178000,138000,36715000,1654000,2130000
ENT_019352,FARMER_09735,Livestock,Cattle,N/A,92.0,Medium,18,Integrated,N/A,N/A,N/A,N/A,0.0,372000,136000,105000,14631000,1262000,1634000
ENT_019353,FARMER_09736,Livestock,Pigs,N/A,197.0,Medium,17,Traditional,N/A,N/A,N/A,N/A,0.0,1262000,194000,89000,26507000,1072000,2334000
ENT_019354,FARMER_09737,Crop,Cowpea,Cocoa,7.34,Medium,19,Integrated,Yes,Partially,No,No,4.76,6118000,1021000,512000,598000,6138000,12256000
ENT_019355,FARMER_09737,Crop,Tomato,Millet,9.57,Medium,22,Traditional,No,Yes,No,No,1.37,2471000,396000,190000,1031000,2280000,4751000
ENT_019356,FARMER_09738,Fish Farming,Various Fish,N/A,862.0,Medium,31,Modern,N/A,N/A,N/A,N/A,0.0,601000,123000,73000,70374000,875000,1476000
ENT_019357,FARMER_09738,Fish Farming,Various Fish,N/A,101.0,Small,11,Modern,N/A,N/A,N/A,N/A,0.0,98000,38000,30000,27958000,360000,458000
ENT_019358,FARMER_09739,Livestock,Pigs,N/A,124.0,Medium,6,Integrated,N/A,N/A,N/A,N/A,0.0,167000,56000,43000,21576000,511000,678000
ENT_019359,FARMER_09739,Livestock,Pigs,N/A,296.0,Large,2,Integrated,N/A,N/A,N/A,N/A,0.0,1373000,484000,370000,21988000,4438000,5811000
ENT_019360,FARMER_09739,Crop,Oil Palm,None,3.92,Small,4,Traditional,No,Yes,Yes,Yes,1.33,712000,100000,40000,360000,483000,1195000
ENT_019361,FARMER_09740,Crop,Oil Palm,None,12.81,Large,5,Integrated,No,Yes,No,No,4.25,8332000,1588000,894000,2339000,10722000,19054000
ENT_019362,FARMER_09740,Crop,Oil Palm,Tomato,13.1,Large,6,Traditional,No,Yes,No,Yes,1.21,2097000,414000,239000,705000,2866000,4963000
ENT_019363,FARMER_09741,Fish Farming,Various Fish,N/A,288.0,Small,32,Integrated,N/A,N/A,N/A,N/A,0.0,594000,86000,36000,26537000,438000,1032000
ENT_019364,FARMER_09742,Fish Farming,Various Fish,N/A,822.0,Medium,16,Modern,N/A,N/A,N/A,N/A,0.0,1153000,188000,92000,119654000,1100000,2253000
ENT_019365,FARMER_09743,Fish Farming,Various Fish,N/A,886.0,Medium,16,Modern,N/A,N/A,N/A,N/A,0.0,1113000,211000,118000,112857000,1421000,2534000
ENT_019366,FARMER_09744,Crop,Tomato,None,11.62,Large,27,Integrated,No,Yes,Yes,No,1.9,2190000,686000,503000,1519000,6038000,8228000
ENT_019367,FARMER_09744,Crop,Cocoa,None,14.54,Large,11,Modern,No,Yes,Yes,No,3.77,5276000,1194000,754000,1513000,9049000,14325000
ENT_019368,FARMER_09744,Fish Farming,Various Fish,N/A,416.0,Small,21,Traditional,N/A,N/A,N/A,N/A,0.0,173000,65000,50000,58405000,606000,779000
ENT_019369,FARMER_09745,Livestock,Sheep,N/A,213.0,Large,1,Modern,N/A,N/A,N/A,N/A,0.0,658000,95000,40000,16259000,480000,1138000
ENT_019370,FARMER_09746,Livestock,Cattle,N/A,15.0,Small,5,Traditional,N/A,N/A,N/A,N/A,0.0,78000,16000,10000,1448000,116000,194000
ENT_019371,FARMER_09746,Livestock,Sheep,N/A,191.0,Medium,8,Integrated,N/A,N/A,N/A,N/A,0.0,1901000,306000,148000,39131000,1770000,3671000
ENT_019372,FARMER_09747,Crop,Oil Palm,None,14.06,Large,24,Integrated,No,Yes,Yes,No,4.24,3559000,1022000,726000,3252000,8708000,12267000
ENT_019373,FARMER_09747,Fish Farming,Various Fish,N/A,163.0,Small,36,Traditional,N/A,N/A,N/A,N/A,0.0,249000,60000,40000,29459000,476000,725000
ENT_019374,FARMER_09748,Crop,Cocoa,Rice,11.69,Large,5,Integrated,No,Yes,Yes,No,1.84,2658000,619000,398000,1704000,4772000,7430000
ENT_019375,FARMER_09749,Livestock,Poultry,N/A,197.0,Medium,42,Integrated,N/A,N/A,N/A,N/A,0.0,1711000,261000,118000,15166000,1421000,3132000
ENT_019376,FARMER_09750,Fish Farming,Various Fish,N/A,483.0,Small,8,Integrated,N/A,N/A,N/A,N/A,0.0,314000,64000,37000,103405000,449000,763000
ENT_019377,FARMER_09750,Fish Farming,Various Fish,N/A,512.0,Medium,12,Traditional,N/A,N/A,N/A,N/A,0.0,283000,96000,73000,61676000,875000,1158000
ENT_019378,FARMER_09750,Livestock,Sheep,N/A,22.0,Small,4,Traditional,N/A,N/A,N/A,N/A,0.0,90000,17000,9000,3189000,113000,203000
ENT_019379,FARMER_09751,Crop,Millet,Sesame,4.07,Small,7,Traditional,No,Yes,No,No,1.82,480000,142000,102000,412000,1219000,1699000
ENT_019380,FARMER_09751,Livestock,Goats,N/A,28.0,Small,3,Integrated,N/A,N/A,N/A,N/A,0.0,130000,28000,17000,4812000,209000,339000
ENT_019381,FARMER_09752,Fish Farming,Various Fish,N/A,99.0,Subsistence,34,Modern,N/A,N/A,N/A,N/A,0.0,158000,30000,17000,26523000,201000,359000
ENT_019382,FARMER_09752,Livestock,Sheep,N/A,122.0,Medium,31,Integrated,N/A,N/A,N/A,N/A,0.0,649000,107000,53000,17525000,634000,1283000
ENT_019383,FARMER_09752,Fish Farming,Various Fish,N/A,930.0,Medium,32,Integrated,N/A,N/A,N/A,N/A,0.0,1243000,224000,120000,116493000,1443000,2686000
ENT_019384,FARMER_09753,Crop,Sesame,None,10.91,Large,1,Modern,No,Yes,No,No,3.53,6420000,968000,433000,2073000,5196000,11616000
ENT_019385,FARMER_09753,Crop,Yam,Rice,12.93,Large,13,Modern,No,Yes,Yes,No,1.67,3027000,675000,423000,2137000,5071000,8098000
ENT_019386,FARMER_09753,Livestock,Goats,N/A,136.0,Medium,5,Integrated,N/A,N/A,N/A,N/A,0.0,316000,117000,90000,16585000,1085000,1401000
ENT_019387,FARMER_09754,Fish Farming,Various Fish,N/A,131.0,Small,6,Modern,N/A,N/A,N/A,N/A,0.0,130000,33000,22000,37165000,264000,394000
ENT_019388,FARMER_09754,Fish Farming,Various Fish,N/A,618.0,Medium,14,Modern,N/A,N/A,N/A,N/A,0.0,265000,56000,34000,118062000,408000,673000
ENT_019389,FARMER_09755,Livestock,Poultry,N/A,217.0,Large,5,Traditional,N/A,N/A,N/A,N/A,0.0,480000,136000,96000,40780000,1158000,1638000
ENT_019390,FARMER_09755,Fish Farming,Various Fish,N/A,706.0,Medium,9,Integrated,N/A,N/A,N/A,N/A,0.0,410000,141000,107000,78059000,1284000,1694000
ENT_019391,FARMER_09755,Fish Farming,Various Fish,N/A,346.0,Small,17,Traditional,N/A,N/A,N/A,N/A,0.0,962000,143000,63000,53810000,759000,1721000
ENT_019392,FARMER_09756,Crop,Plantain,Maize,9.16,Medium,4,Modern,No,Yes,No,No,3.02,4733000,779000,385000,1251000,4619000,9352000
ENT_019393,FARMER_09756,Crop,Soybean,Cowpea,5.86,Medium,7,Traditional,No,Yes,No,No,1.3,501000,95000,54000,980000,643000,1144000
ENT_019394,FARMER_09757,Fish Farming,Various Fish,N/A,461.0,Small,8,Modern,N/A,N/A,N/A,N/A,0.0,207000,69000,51000,79217000,617000,824000
ENT_019395,FARMER_09757,Fish Farming,Various Fish,N/A,789.0,Medium,2,Modern,N/A,N/A,N/A,N/A,0.0,1276000,259000,153000,226747000,1835000,3111000
ENT_019396,FARMER_09757,Crop,Tomato,Cowpea,11.5,Large,5,Modern,No,Yes,No,No,2.22,1662000,648000,510000,2024000,6116000,7778000
ENT_019397,FARMER_09758,Crop,Yam,None,4.83,Small,8,Integrated,No,Yes,No,Yes,2.04,900000,128000,52000,622000,630000,1530000
ENT_019398,FARMER_09759,Livestock,Cattle,N/A,7.0,Subsistence,13,Integrated,N/A,N/A,N/A,N/A,0.0,56000,11000,7000,449000,79000,135000
ENT_019399,FARMER_09760,Fish Farming,Various Fish,N/A,533.0,Medium,7,Traditional,N/A,N/A,N/A,N/A,0.0,947000,196000,117000,34679000,1409000,2356000
ENT_019400,FARMER_09761,Fish Farming,Various Fish,N/A,476.0,Small,33,Traditional,N/A,N/A,N/A,N/A,0.0,448000,98000,61000,60956000,729000,1177000
ENT_019401,FARMER_09761,Crop,Millet,Sesame,14.44,Large,13,Modern,No,Yes,Yes,No,3.38,6554000,1313000,767000,3349000,9199000,15753000
ENT_019402,FARMER_09761,Crop,Tomato,Cocoa,14.82,Large,3,Integrated,No,Yes,No,Yes,3.79,3670000,1390000,1084000,2104000,13009000,16679000
ENT_019403,FARMER_09762,Livestock,Pigs,N/A,90.0,Medium,18,Integrated,N/A,N/A,N/A,N/A,0.0,495000,146000,105000,19561000,1257000,1752000
ENT_019404,FARMER_09762,Fish Farming,Various Fish,N/A,575.0,Medium,11,Modern,N/A,N/A,N/A,N/A,0.0,533000,75000,30000,63947000,366000,899000
ENT_019405,FARMER_09763,Livestock,Pigs,N/A,30.0,Small,21,Traditional,N/A,N/A,N/A,N/A,0.0,279000,40000,17000,5745000,202000,481000
ENT_019406,FARMER_09764,Fish Farming,Various Fish,N/A,891.0,Medium,9,Traditional,N/A,N/A,N/A,N/A,0.0,965000,150000,69000,166712000,832000,1797000
ENT_019407,FARMER_09764,Fish Farming,Various Fish,N/A,57.0,Subsistence,5,Modern,N/A,N/A,N/A,N/A,0.0,30000,8000,5000,7234000,65000,95000
ENT_019408,FARMER_09764,Fish Farming,Various Fish,N/A,772.0,Medium,10,Modern,N/A,N/A,N/A,N/A,0.0,1255000,184000,79000,121776000,947000,2202000
ENT_019409,FARMER_09765,Crop,Yam,Sesame,10.41,Large,50,Integrated,No,Yes,Yes,No,5.34,10322000,1542000,682000,2027000,8181000,18503000
ENT_019410,FARMER_09765,Livestock,Goats,N/A,86.0,Medium,7,Traditional,N/A,N/A,N/A,N/A,0.0,402000,60000,27000,13981000,324000,726000
ENT_019411,FARMER_09766,Livestock,Sheep,N/A,269.0,Large,1,Integrated,N/A,N/A,N/A,N/A,0.0,498000,134000,92000,30222000,1107000,1605000
ENT_019412,FARMER_09767,Livestock,Goats,N/A,54.0,Medium,15,Integrated,N/A,N/A,N/A,N/A,0.0,215000,39000,21000,10423000,250000,465000
ENT_019413,FARMER_09767,Crop,Plantain,None,6.13,Medium,9,Integrated,No,Yes,No,No,1.91,1402000,289000,172000,854000,2069000,3471000
ENT_019414,FARMER_09767,Fish Farming,Various Fish,N/A,618.0,Medium,22,Modern,N/A,N/A,N/A,N/A,0.0,398000,62000,29000,124695000,352000,750000
ENT_019415,FARMER_09768,Fish Farming,Various Fish,N/A,586.0,Medium,2,Modern,N/A,N/A,N/A,N/A,0.0,615000,159000,108000,85952000,1290000,1905000
ENT_019416,FARMER_09768,Livestock,Goats,N/A,202.0,Large,18,Traditional,N/A,N/A,N/A,N/A,0.0,1102000,295000,204000,29442000,2443000,3545000
ENT_019417,FARMER_09768,Fish Farming,Various Fish,N/A,56.0,Subsistence,6,Modern,N/A,N/A,N/A,N/A,0.0,86000,13000,6000,14972000,73000,159000
ENT_019418,FARMER_09769,Livestock,Sheep,N/A,98.0,Medium,25,Traditional,N/A,N/A,N/A,N/A,0.0,119000,45000,35000,12629000,416000,535000
ENT_019419,FARMER_09770,Fish Farming,Various Fish,N/A,340.0,Small,3,Integrated,N/A,N/A,N/A,N/A,0.0,531000,136000,92000,23774000,1099000,1630000
ENT_019420,FARMER_09770,Fish Farming,Various Fish,N/A,410.0,Small,11,Modern,N/A,N/A,N/A,N/A,0.0,341000,129000,101000,101417000,1212000,1553000
ENT_019421,FARMER_09770,Livestock,Sheep,N/A,124.0,Medium,2,Integrated,N/A,N/A,N/A,N/A,0.0,957000,165000,85000,27988000,1023000,1980000
ENT_019422,FARMER_09771,Fish Farming,Various Fish,N/A,403.0,Small,36,Modern,N/A,N/A,N/A,N/A,0.0,521000,87000,44000,31551000,525000,1046000
ENT_019423,FARMER_09771,Livestock,Sheep,N/A,71.0,Medium,7,Traditional,N/A,N/A,N/A,N/A,0.0,103000,33000,24000,4540000,292000,395000
ENT_019424,FARMER_09772,Crop,Tomato,Maize,0.9,Subsistence,6,Traditional,No,Yes,No,No,1.78,58000,21000,16000,146000,189000,247000
ENT_019425,FARMER_09772,Livestock,Pigs,N/A,13.0,Small,3,Modern,N/A,N/A,N/A,N/A,0.0,83000,12000,6000,1627000,66000,149000
ENT_019426,FARMER_09772,Crop,Vegetables,Cowpea,1.98,Small,3,Modern,No,Yes,Yes,No,4.39,956000,193000,113000,575000,1356000,2312000
ENT_019427,FARMER_09773,Fish Farming,Various Fish,N/A,857.0,Medium,4,Modern,N/A,N/A,N/A,N/A,0.0,445000,89000,52000,159064000,619000,1064000
ENT_019428,FARMER_09774,Fish Farming,Various Fish,N/A,395.0,Small,13,Integrated,N/A,N/A,N/A,N/A,0.0,180000,34000,19000,67584000,230000,410000
ENT_019429,FARMER_09775,Livestock,Goats,N/A,175.0,Medium,29,Traditional,N/A,N/A,N/A,N/A,0.0,1444000,266000,146000,26065000,1754000,3198000
ENT_019430,FARMER_09775,Livestock,Poultry,N/A,300.0,Large,37,Modern,N/A,N/A,N/A,N/A,0.0,1050000,217000,130000,41960000,1556000,2606000
ENT_019431,FARMER_09776,Livestock,Pigs,N/A,201.0,Large,1,Traditional,N/A,N/A,N/A,N/A,0.0,650000,220000,166000,10818000,1992000,2642000
ENT_019432,FARMER_09777,Livestock,Cattle,N/A,121.0,Medium,1,Traditional,N/A,N/A,N/A,N/A,0.0,968000,199000,118000,18387000,1417000,2385000
ENT_019433,FARMER_09778,Livestock,Poultry,N/A,9.0,Subsistence,13,Traditional,N/A,N/A,N/A,N/A,0.0,20000,6000,4000,1052000,49000,69000
ENT_019434,FARMER_09778,Livestock,Pigs,N/A,262.0,Large,23,Modern,N/A,N/A,N/A,N/A,0.0,1189000,336000,237000,68947000,2847000,4036000
ENT_019435,FARMER_09778,Crop,Millet,None,13.58,Large,24,Integrated,No,Yes,No,No,1.75,3709000,561000,252000,2320000,3024000,6733000
ENT_019436,FARMER_09779,Fish Farming,Various Fish,N/A,446.0,Small,3,Integrated,N/A,N/A,N/A,N/A,0.0,713000,119000,60000,92515000,720000,1433000
ENT_019437,FARMER_09779,Fish Farming,Various Fish,N/A,710.0,Medium,13,Integrated,N/A,N/A,N/A,N/A,0.0,990000,158000,75000,97543000,900000,1890000
ENT_019438,FARMER_09779,Crop,Tomato,Maize,10.43,Large,16,Integrated,Yes,Partially,No,No,0.9,1936000,270000,108000,1497000,1302000,3238000
ENT_019439,FARMER_09780,Livestock,Cattle,N/A,201.0,Large,12,Integrated,N/A,N/A,N/A,N/A,0.0,2038000,303000,133000,42104000,1601000,3639000
ENT_019440,FARMER_09780,Livestock,Cattle,N/A,291.0,Large,30,Traditional,N/A,N/A,N/A,N/A,0.0,1107000,259000,166000,56199000,1996000,3103000
ENT_019441,FARMER_09781,Crop,Yam,Sorghum,14.76,Large,6,Integrated,Yes,Partially,Yes,No,6.15,12733000,2421000,1360000,3186000,16317000,29050000
ENT_019442,FARMER_09781,Livestock,Cattle,N/A,167.0,Medium,17,Integrated,N/A,N/A,N/A,N/A,0.0,1217000,173000,71000,16250000,857000,2074000
ENT_019443,FARMER_09782,Fish Farming,Various Fish,N/A,611.0,Medium,17,Integrated,N/A,N/A,N/A,N/A,0.0,230000,78000,59000,133569000,703000,933000
ENT_019444,FARMER_09782,Crop,Cocoa,Plantain,1.28,Small,1,Traditional,No,Yes,No,No,4.74,589000,172000,123000,236000,1477000,2066000
ENT_019445,FARMER_09783,Livestock,Goats,N/A,202.0,Large,32,Integrated,N/A,N/A,N/A,N/A,0.0,806000,260000,193000,17049000,2320000,3126000
ENT_019446,FARMER_09784,Livestock,Sheep,N/A,92.0,Medium,36,Integrated,N/A,N/A,N/A,N/A,0.0,224000,81000,62000,6784000,748000,972000
ENT_019447,FARMER_09785,Fish Farming,Various Fish,N/A,736.0,Medium,4,Integrated,N/A,N/A,N/A,N/A,0.0,640000,252000,199000,156752000,2386000,3026000
ENT_019448,FARMER_09785,Fish Farming,Various Fish,N/A,619.0,Medium,2,Integrated,N/A,N/A,N/A,N/A,0.0,893000,195000,121000,111049000,1448000,2341000
ENT_019449,FARMER_09786,Crop,Rice,None,14.16,Large,8,Traditional,No,Yes,Yes,No,5.04,4147000,1097000,752000,2174000,9020000,13167000
ENT_019450,FARMER_09786,Livestock,Sheep,N/A,227.0,Large,7,Traditional,N/A,N/A,N/A,N/A,0.0,1480000,369000,246000,15286000,2950000,4430000
ENT_019451,FARMER_09787,Crop,Rice,Yam,6.51,Medium,41,Integrated,No,Yes,No,No,1.64,1010000,153000,69000,1069000,830000,1840000
ENT_019452,FARMER_09788,Fish Farming,Various Fish,N/A,513.0,Medium,38,Traditional,N/A,N/A,N/A,N/A,0.0,516000,196000,152000,91076000,1830000,2346000
ENT_019453,FARMER_09788,Crop,Vegetables,Sesame,2.09,Small,16,Integrated,No,Yes,No,No,1.46,271000,60000,38000,250000,453000,724000
ENT_019454,FARMER_09789,Livestock,Cattle,N/A,243.0,Large,27,Integrated,N/A,N/A,N/A,N/A,0.0,804000,319000,252000,19226000,3028000,3832000
ENT_019455,FARMER_09789,Crop,Tomato,Millet,3.97,Small,37,Integrated,No,Yes,No,Yes,2.5,324000,135000,108000,876000,1297000,1621000
ENT_019456,FARMER_09789,Fish Farming,Various Fish,N/A,276.0,Small,31,Traditional,N/A,N/A,N/A,N/A,0.0,243000,40000,20000,28150000,235000,478000
ENT_019457,FARMER_09790,Crop,Cassava,Yam,11.4,Large,48,Modern,No,Yes,Yes,Yes,2.76,2782000,984000,752000,3019000,9029000,11811000
ENT_019458,FARMER_09790,Livestock,Pigs,N/A,83.0,Medium,37,Integrated,N/A,N/A,N/A,N/A,0.0,477000,119000,79000,5580000,948000,1425000
ENT_019459,FARMER_09791,Fish Farming,Various Fish,N/A,534.0,Medium,1,Traditional,N/A,N/A,N/A,N/A,0.0,364000,81000,51000,60790000,607000,971000
ENT_019460,FARMER_09792,Fish Farming,Various Fish,N/A,61.0,Subsistence,10,Integrated,N/A,N/A,N/A,N/A,0.0,45000,15000,11000,5250000,131000,176000
ENT_019461,FARMER_09792,Livestock,Sheep,N/A,159.0,Medium,24,Modern,N/A,N/A,N/A,N/A,0.0,794000,150000,84000,13899000,1009000,1803000
ENT_019462,FARMER_09792,Livestock,Goats,N/A,275.0,Large,1,Integrated,N/A,N/A,N/A,N/A,0.0,1179000,368000,269000,19061000,3233000,4412000
ENT_019463,FARMER_09793,Livestock,Cattle,N/A,78.0,Medium,4,Traditional,N/A,N/A,N/A,N/A,0.0,404000,76000,42000,3994000,502000,906000
ENT_019464,FARMER_09793,Fish Farming,Various Fish,N/A,546.0,Medium,5,Integrated,N/A,N/A,N/A,N/A,0.0,527000,97000,54000,88942000,642000,1169000
ENT_019465,FARMER_09793,Livestock,Goats,N/A,271.0,Large,1,Modern,N/A,N/A,N/A,N/A,0.0,1073000,187000,98000,44004000,1176000,2249000
